시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료
클락해치트레이닝센터,손혁준,053-759-8999,대구광역시 수성구 화랑로 98 바른등빌딩 2층(만촌동),3명,470 ㎡,헬스,"지체, 청각/언어",[12월] 헬스,07:00 ~ 23:00,"월,화,수,목,금,토",손혁준,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"80,000"
키드짐아동청소년발달연구소,박주병,031-8003-6212,경기도 화성시 동탄문화센터로 71-11 2층 키드짐아동청소년발달연구소(반송동),3명,489 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 특수체육,10:00 ~ 19:00,"월,화,수,목,금","정병일,,여단비,,김주호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
킨더윌 언어심리 전문센터,이유진,02-939-3421,"서울특별시 노원구 상계로23다길 13-8 107호(상계동, 노원 아이파크)",2명,113 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 감각통합,11:00 ~ 19:30,"월,화,수,목,금,토","송희진,,정유진",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음","200,000"
타이거복싱체육관,이강운,02-883-7080,서울특별시 관악구 양녕로 13 3층 타이거복싱체육관(봉천동),1명,140 ㎡,복싱,기타,[12월] 복싱,09:00 ~ 22:00,"월,화,수,목",이강운,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
타이거복싱체육관,이강운,02-883-7080,서울특별시 관악구 양녕로 13 3층 타이거복싱체육관(봉천동),1명,140 ㎡,복싱,기타,[12월] 복싱다이어트,10:30 ~ 22:00,"월,수,금",이강운,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
타이거태권도장,황규현,042-622-4367,"대전광역시 대덕구 계족로663번길 30-6 2층,타이거태권도장(법동)",3명,155 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 장애인체력관리강좌,15:30 ~ 19:30,"월,화,수,목,금",황규현,2020.12.01 ~ 2020.12.10,지원,장애인 화장실,"80,000"
탁구매니아,장만석,043-268-4158,충청북도 청주시 청원구 율량로190번길 15 이삼빌딩4층(율량동),3명,430 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 탁구,10:00 ~ 11:00,"월,화,수,목,금","장만석,,한애란",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스,청각장애인 편의서비스","80,000"
탁구사랑탁구장,이승종,041-631-1155,충청남도 홍성군 홍성읍 조양로205번길 24 탁구사랑,1명,280 ㎡,탁구,"지적/자폐, 기타",[12월] 탁구연습,10:00 ~ 20:00,"월,화,수,목,금,토",,2020.12.01 ~ 2020.12.31,미지원,장애인전용 주차구역,"80,000"
탑클래스유도,김태훈,010-8821-9163,경기도 시흥시 목감우회로 39 5층 505호(목감동),1명,9434 ㎡,유도,"지체, 시각, 청각/언어",[12월] 탑클래스유도,17:00 ~ 22:30,"월,화,수,목,금",김태훈,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
탑홀스스크린승마신제주점,홍임숙,02-745-8890,제주시 연동4길 16-11 1층 TopHorse 스크린승마장,1명,400 ㎡,승마,"청각/언어, 지적/자폐",[12월] 스크린 승마 교실,10:00 ~ 09:30,"화,수,목,금,토,일",양우람,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
태경태권도,정구명,043-293-1313,충청북도 청주시 상당구 무농정로 99 삼일상가301(용암동),4명,145 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,12:00 ~ 22:00,"월,화,수,목,금",정구명,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
태권박사&스포츠짐,박승준,02-6405-3023,"서울특별시 동작구 상도로34길 36-10 지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",4명,244 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 태권도,13:30 ~ 21:00,"월,화,수,목,금",강혜진,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
태극체육관,박재홍,053-811-3314,경산시 경안로 107 2층,3명,186 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,21:00 ~ 22:00,"월,화,수,목,금","박재홍,,박재민",2020.12.01 ~ 2020.12.10,지원,,"80,000"
태들보비전태권도,김대영,051-263-1191,부산광역시 사하구 서포로30번길 9 더스퀘어빌딩5층 태들보비전태권도(구평동),2명,330 ㎡,태권도,기타,[12월] 태권도,14:00 ~ 21:30,"월,화,수,목,금",김대영,2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000"
태백태권도,이상한,054-441-3030,경북 구미시 고아읍 문장로 188 원호중앙상가 3층,2명,111 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,02:30 ~ 21:30,"월,화,수,목,금","이상한,,박준우",2020.12.01 ~ 2020.12.10,지원,,"130,000"
통진탁구장,김춘곤,031-981-0409,경기도 김포시 통진읍 조강로56번길 112 통진탁구장,1명,245 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구교실,10:00 ~ 23:00,"화,목",김춘곤,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
통진탁구장,김춘곤,031-981-0409,경기도 김포시 통진읍 조강로56번길 112 통진탁구장,1명,245 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구교실,10:00 ~ 23:00,"월,수",김춘곤,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
통진탁구장,김춘곤,031-981-0409,경기도 김포시 통진읍 조강로56번길 112 통진탁구장,1명,245 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구교실,10:00 ~ 23:00,"수,금",김춘곤,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
투혼GYM,차용수,051-543-0112,부산시 해운대구 아랫반송로 50번길 27 1층,2명,99 ㎡,기타종목,지적/자폐,[12월] 킥복싱, ~ ,"월,수,금",,2020.12.01 ~ 2020.12.31,지원,,"80,000"
트리플에이짐,유승우,02-3390-4450,"서울특별시 동대문구 서울시립대로 155 면전빌딩 2,3층(전농동)",1명,297 ㎡,헬스,시각,[12월] 자유헬스,06:00 ~ 23:55,"월,화,수,목,금,토,일",유승우,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
트윈스짐,전영기,051-338-9679,부산광역시 북구 만덕대로 52 3층 트윈스짐(덕천동),4명,230 ㎡,헬스,"시각, 청각/언어, 기타",[12월] 근력강화 웨이트트레이닝,08:00 ~ 17:00,"월,화,수,목,금","백승윤,,임수진,,배상태",2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"50,000"
특공무술 국제연맹 체육관,박명복,010-8901-9822,강원도 춘천시 후석로 393 특공무술 체육관 2층(후평동),3명,45 ㎡,기타종목,"청각/언어, 지적/자폐",[12월] 특공무술국제연맹,14:00 ~ 18:00,"월,화,수,목,금",박명복,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
팀원짐,원호준,051-292-4733,"부산광역시 사하구 낙동대로216번길 3 1층 팀원짐(괴정동, 신화프라자)",6명,500 ㎡,헬스,"지체, 청각/언어, 기타",[12월] 웨이트 트레이닝,07:00 ~ 23:00,"월,화,수,목,금,토","원호준,,이문규",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000"
팀제이맥스(TEAM J-MAX),전대진,010-5918-4795,경기도 성남시 중원구 성남대로997번길 25-13 3층,5명,212 ㎡,농구,지적/자폐,[12월] 농구교실,18:00 ~ 23:00,"월,화,수,목,금,토",이형진,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
팀제이맥스(TEAM J-MAX),전대진,010-5918-4795,경기도 성남시 중원구 성남대로997번길 25-13 3층,5명,212 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 자유헬스,06:00 ~ 23:00,"월,화,수,목,금",이형진,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
팀제이맥스(TEAM J-MAX),전대진,010-5918-4795,경기도 성남시 중원구 성남대로997번길 25-13 3층,5명,212 ㎡,축구,지적/자폐,[12월] 축구교실(풋살),00:00 ~ 23:00,"월,화,수,목,금,토",이형진,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
팀키스,정안숙,02-2235-0904,"서울특별시 성동구 동호로 100 상가4층 팀키스(금호동3가, 두산아파트)",3명,487 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 헬스1개월,06:00 ~ 23:50,"월,화,수,목,금,토,일","김나영,,유지영,,김지우",2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000"
팀혼종합격투기,표윤화,054-471-9989,경상북도 구미시 인동중앙로3길 29 405호(황상동),2명,264 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 킥복싱 크로스핏,18:00 ~ 19:00,"월,화,수,목,금","이창섭,,배종문",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","140,000"
파샤발레댄스아카데미,강한경,055-271-5788,"경상남도 창원시 마산합포구 중앙동로 10 상가 3층 파샤발레댄스아카데미(중앙동2가, 중앙우방아파트)",2명,142 ㎡,발레,"지체, 청각/언어, 지적/자폐, 기타",[12월] 발레 스트레칭,01:00 ~ 02:00,"수,토","강한경,,송부희",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000"
파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주1회),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,윤준민",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000"
파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주2회),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,장유진",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000"
파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주3회),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,박경헌",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000"
파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주4),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,윤준민,,박경헌",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000"
파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주5회),07:00 ~ 23:00,"월,화,수,목,금","조승권,,장유진",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000"
파이트클럽복싱,유수령,031-986-7197,"경기도 김포시 김포한강4로 119 (장기동, 승문프라자 1104, 5호)(장기동)",1명,158 ㎡,복싱,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 복싱,13:00 ~ 23:00,"월,화,수,목,금",유수령,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
퍼스트클라이밍짐(주),장은주,02-338-1707,경상남도 김해시 가야로 212 4층 퍼스트클라이밍짐(주)(삼계동),5명,300 ㎡,기타종목,"지체, 청각/언어",[12월] 주말키즈클라이밍,10:00 ~ 11:40,토,장은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
펀치라인복싱,조인규,02-991-1388,서울특별시 강북구 삼양로 472 2층 펀치라인복싱(수유동),1명,165289256 ㎡,복싱,"지체, 기타",[12월] 펀치라인복싱,14:00 ~ 23:30,"월,화,수,목,금",조인규,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
펀키즈스포츠협동조합,장민정,054-853-6996,경상북도 안동시 단원로 214-3 3층 펀키즈(화성동),4명,264 ㎡,농구,"지체, 청각/언어, 지적/자폐",[12월] 농구,11:00 ~ 20:00,"월,화,수,목,금,토",박상도,2020.12.01 ~ 2020.12.10,지원,,"100,000"
펀키즈스포츠협동조합,장민정,054-853-6996,경상북도 안동시 단원로 214-3 3층 펀키즈(화성동),4명,264 ㎡,축구,"지체, 청각/언어, 지적/자폐",[12월] 축구,11:00 ~ 20:00,"월,화,수,목,금,토",박상도,2020.12.01 ~ 2020.12.10,지원,,"100,000"
평안흥업(주)동서울지점,김복기,010-5216-7745,경기도 남양주시 와부읍 월문천로 280-7 동서울승마클럽,3명,35000 ㎡,승마,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 승마체험,08:00 ~ 17:00,"월,화,수,목,금","유태양,,유재하,,박월자",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
평안흥업(주)동서울지점,김복기,010-5216-7745,경기도 남양주시 와부읍 월문천로 280-7 동서울승마클럽,3명,35000 ㎡,승마,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활승마,09:00 ~ 17:00,"월,화,수,목,금,토,일","김복기,,박월자,,유태양",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
포스짐특수체육센터,홍승찬,054-246-7976,포항시 북구 법원로63번길 33-8 포스짐특수체육센터,1명,274 ㎡,농구,지적/자폐,[12월] 농구,14:00 ~ 19:00,"화,수",홍승찬,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,주출입구 단차없음,휠체어 대여","120,000"
포스짐특수체육센터,홍승찬,054-246-7976,포항시 북구 법원로63번길 33-8 포스짐특수체육센터,1명,274 ㎡,배드민턴,"지체, 지적/자폐, 뇌병변",[12월] 배드민턴,14:00 ~ 19:00,"월,화,수,목,금,토",홍승찬,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,주출입구 단차없음,휠체어 대여","120,000"
포스짐특수체육센터,홍승찬,054-246-7976,포항시 북구 법원로63번길 33-8 포스짐특수체육센터,1명,274 ㎡,기타종목,지적/자폐,[12월] 특수체육,11:00 ~ 17:00,토,홍승찬,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,주출입구 단차없음,휠체어 대여","120,000"
포올영웅태권도,김현수,052-264-4543,울산광역시 울주군 삼남면 울산역로 274 301동205호(울산역 신도시 동문굿모닝힐),1명,127 ㎡,태권도,"지적/자폐, 기타","[12월] 감각,지각 운동발달",10:00 ~ 16:00,"수,토",김현수,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","60,000"
포천유나이티드,남윤근,010-3612-0910,경기도 포천시 군내면 청군로 3164 직두리 체육공원,1명,330 ㎡,축구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 포천유나이티드 장애인스포츠강좌,14:00 ~ 15:00,"토,일","남윤근,,이종민",2020.12.01 ~ 2020.12.10,지원,,"80,000"
포항동해승마장,박준영,054-284-4105,포항시 남구 동해면 약전로 115번길 11  포항동해승마장,3명,19815 ㎡,승마,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활승마,09:00 ~ 18:00,"화,수,목,금,토,일",김교령,2020.12.01 ~ 2020.12.10,지원,,"80,000"
포항승마클럽,임재호,054-249-1333,포항시 북구 흥해읍 삼흥로 501번길 24-31 포항승마클럽,3명,33000 ㎡,승마,"지체, 청각/언어, 지적/자폐, 기타",[12월] 재활승마,09:20 ~ 18:00,"화,수,목,금,토,일",신상철,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","80,000"
프로팀스타복싱,전은진,010-9232-3100,경기도 안양시 동안구 관악대로 324 2층 프로팀스타복싱(관양동),2명,184 ㎡,복싱,기타,[12월] 복싱,13:00 ~ 23:00,"월,화,수,목,금",박정훈,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
피트니스더블유,김효영,02-303-9755,서울특별시 서대문구 증가로 133 3층(남가좌동),2명,299 ㎡,헬스,청각/언어,[12월] 헬스,06:00 ~ 00:00,"월,화,수,목,금,토,일",김효영,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
필라테스엠 고덕역점,양숙자,02-3427-1777,서울특별시 강동구 동남로75길 13-15 성은빌딩 4층(명일동),1명,165 ㎡,필라테스,청각/언어,[12월] 필라테스 1대1수강권,09:00 ~ 22:00,"월,화,수,목,금",신수경,2020.12.01 ~ 2020.12.10,미지원,,"120,000"
필인성태권도,이송현,02-357-0737,경기도 화성시 남양읍 남양로 829 현대프라자 604 필인성태권도,1명,500 ㎡,태권도,기타,[12월] 주 3회 수련,01:00 ~ 17:30,"월,수,금",이송현,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"110,000"
필인성태권도,이송현,02-357-0737,경기도 화성시 남양읍 남양로 829 현대프라자 604 필인성태권도,1명,500 ㎡,태권도,기타,[12월] 주5회 수련,01:00 ~ 17:30,"월,화,수,목,금",이송현,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"110,000"
하나더하기,안덕희,02-431-4892,경기도 시흥시 마유로 416 월드프라자 지하1층 하나더하기,5명,120 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,00:55 ~ 23:55,"월,화,수,목,금,토","유신호,,윤세리,,정대화",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
하나태권도장,한동민,063-833-3337,전라북도 익산시 부송로 64-25 2층 하나태권도장(부송동),1명,132 ㎡,태권도,"지체, 시각, 청각/언어, 기타",[12월] 태권도,18:00 ~ 20:00,"월,금",한동민,2020.12.01 ~ 2020.12.10,지원,,"80,000"
하늘꿈아동발달센터,김성수,02-974-6007,"서울특별시 노원구 공릉로58길 112 201, 302호(하계동, 순흥빌라트)",3명,60 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 특수체육,13:00 ~ 20:00,"월,화,수,목,금,토","김성수,,이상채,,이성웅",2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","140,000"
하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지적/자폐, 뇌병변",[12월] 탁구,11:00 ~ 11:50,토,김용운,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000"
하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지적/자폐, 뇌병변",[12월] 탁구,13:30 ~ 14:30,목,최윤원,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000"
하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,지적/자폐,[12월] 탁구,17:30 ~ 18:30,수,최승일,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000"
하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지적/자폐, 뇌병변",[12월] 탁구,17:30 ~ 18:20,목,최승일,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000"
하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지체, 지적/자폐",[12월] 탁구,18:30 ~ 19:20,목,최승일,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000"
하늘빛태권도,김영동,053-314-2004,"대구광역시 북구 팔거천동로 104 후문지하상가 하늘빛태권도(동천동, 칠곡2차보성서한타운)",3명,130 ㎡,태권도,청각/언어,[12월] 태권도,10:30 ~ 11:30,"월,수,금",김영동,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
하랑태권도,양광영,053-614-6787,대구광역시 달성군 논공읍 논공로21길 14-6 2층 하랑태권도장,1명,160 ㎡,태권도,"지체, 지적/자폐, 뇌병변, 기타",[12월] 태권도 수업,14:30 ~ 22:00,"월,화,수,목,금",양광영,2020.12.01 ~ 2020.12.10,지원,,"80,000"
하모니예술심리치유센터,윤선유,062-962-0713,광주광역시 광산구 풍영철길로 20-6 CM빌딩 4층 하모니예술심리치유센터(우산동),1명,128 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 스포츠 클럽,09:00 ~ 19:00,"월,화,수,목,금,토",이상현,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000"
하모니예술심리치유센터,윤선유,062-962-0713,광주광역시 광산구 풍영철길로 20-6 CM빌딩 4층 하모니예술심리치유센터(우산동),1명,128 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,09:00 ~ 19:00,"월,화,수,목,금,토",박경숙,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000"
하엘언어청각센터,류혜연,063-236-1456,전북 전주시 완산구 효자동2가 1319-2번지 성심빌딩 602호,명, ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 트램폴린,09:00 ~ 17:00,"수,목",강규훈,2020.12.01 ~ 2020.12.10,미지원,,"40,000"
하엘언어청각센터,류혜연,063-236-1456,전북 전주시 완산구 효자동2가 1319-2번지 성심빌딩 602호,명, ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 트램폴린,09:00 ~ 17:00,"수,목",강규훈,2020.12.01 ~ 2020.12.10,미지원,,"40,000"
학사태권도,박승찬,032-818-0044,"인천광역시 연수구 먼우금로 282 태산아파트 상가 2층 학사태권도(연수동, 태산아파트)",2명,231404958 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 태권도,14:00 ~ 22:00,"월,화,수,목,금",박승찬,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
학성승무태권도체육관,신대선,052-298-0027,울산광역시 중구 해오름1길 6 남외동(남외동),1명,76 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,03:00 ~ 08:30,"월,화,수,목,금",신대선,2020.12.01 ~ 2020.12.10,지원,,"80,000"
한국스포츠교육희망나눔사회적협동조합(언남중학교),김광원,02-578-7947,서울특별시 서초구 언남길 85 지하(양재동),4명,1003 ㎡,농구,지적/자폐,[12월] SC농구단 A1,13:00 ~ 14:30,토,김광원,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"150,000"
한국스포츠교육희망나눔사회적협동조합(언남중학교),김광원,02-578-7947,서울특별시 서초구 언남길 85 지하(양재동),4명,1003 ㎡,농구,지적/자폐,[12월] SC농구단 A2,14:30 ~ 16:40,토,김광원,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"150,000"
한국스포츠교육희망나눔사회적협동조합(언남중학교),김광원,02-578-7947,서울특별시 서초구 언남길 85 지하(양재동),4명,1003 ㎡,농구,지적/자폐,[12월] SC농구단 B1,16:00 ~ 17:30,일,이상수,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"150,000"
한국아동청소년발달센터,이창희,031-224-7456,수원시 권선구 경수대로 401 KT남수원 2층,2명,310 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인 스포츠,11:00 ~ 18:00,"월,화,수,목,금,토",정재훈,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","80,000"
한국체대 용호 태권도,양성태,02-813-3667,서울특별시 동작구 양녕로30길 4 한국체대 용호 태권도(상도동),3명,131 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,13:00 ~ 21:00,"월,화,수,목,금",양성태,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
한국체대박사태권도,추양원,02-255-0244,전라북도 전주시 덕진구 숲정이로 47 한국체대박사태권도(진북동),3명,163 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,15:30 ~ 21:00,"월,화,수,목,금","추양원,,윤헤선",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스,청각장애인 편의서비스","120,000"
한국체육관,이병철,054-821-5770,경상북도 안동시 경동로 898-1 2층(용상동),1명,45 ㎡,합기도,"지체, 지적/자폐",[12월] 한국체육관,06:30 ~ 07:30,"월,화,수,목,금",이병철,2020.12.01 ~ 2020.12.10,지원,,"120,000"
한라태권도장,장계주,061-741-1900,전라남도 순천시 이수로 224-9(덕암동) 1층,명, ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,09:00 ~ 19:00,"월,수,금",장계주,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
한벌태권도,홍주형,043-268-8808,충청북도 청주시 흥덕구 봉명로 239 2층 한벌태권도(봉명동),1명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,01:00 ~ 02:00,"월,화,수,목,금,토",홍주형,2020.12.01 ~ 2020.12.10,지원,시각장애인 편의서비스,"80,000"
한벌태권도,홍주형,043-268-8808,충청북도 청주시 흥덕구 봉명로 239 2층 한벌태권도(봉명동),1명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,02:00 ~ 03:00,"월,화,수,목,금,토",홍주형,2020.12.01 ~ 2020.12.10,지원,시각장애인 편의서비스,"80,000"
한벌태권도,홍주형,043-268-8808,충청북도 청주시 흥덕구 봉명로 239 2층 한벌태권도(봉명동),1명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,07:30 ~ 08:30,"월,화,수,목,금,토",홍주형,2020.12.01 ~ 2020.12.10,지원,시각장애인 편의서비스,"80,000"
한벌태권도,홍주형,043-268-8808,충청북도 청주시 흥덕구 봉명로 239 2층 한벌태권도(봉명동),1명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,17:00 ~ 18:00,"월,화,수,목,금",홍주형,2020.12.01 ~ 2020.12.10,지원,시각장애인 편의서비스,"80,000"
